matrix_name,matrix_size,nnz,solver,tolerance,max_iters,rhs,precision,prec,prec_kv,prec_label,construction_time,is_converged,iters,true_relres_2,final_relres_2,final_relerr_2,final_relerr_A,solve_time,solve_status,condition_number
HB/bcsstk20,485,3135,pcg,1e-12,970,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001110833333333,0,970.0,1.57727992353719e-08,1.57727992128054e-08,0.606648716257134,7.60344651140038e-06,0.009162125,max_iterations,7483377362392.46
HB/bcsstk23,3134,45178,pcg,1e-12,6268,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.00029925,1,6256.0,9.83666816016579e-13,9.83608259202831e-13,2.48589063276349e-07,2.6715094667350197e-11,0.470733791666667,reached_tol,6935671021943.29
HB/bcsstk24,3562,159910,pcg,1e-12,7124,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000515125,0,7124.0,1.01535883731551e-10,1.0153650412865301e-10,0.0002001839759461,1.32095871058268e-08,0.940306833333333,max_iterations,637380867547.079
HB/bcsstk25,15439,252241,pcg,1e-12,30878,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0007121666666666,1,12813.0,9.53951478499324e-13,9.50518328304822e-13,1.10535592184944e-06,3.33105676619342e-10,4.6402375,reached_tol,12824709378641.3
HB/bcsstk26,1922,30336,pcg,1e-12,3844,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002359166666666,1,2356.0,9.77770097124228e-13,9.77387264093145e-13,5.5442373227037705e-09,2.6191170646019398e-11,0.127553125,reached_tol,439058176.536155
HB/bcsstk27,1224,56126,pcg,1e-12,2448,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000204625,1,284.0,9.6739152034235e-13,9.67184722955583e-13,1.50145768548252e-11,1.7064659497829499e-12,0.016187875,reached_tol,77097.4765803986
HB/bcsstk28,4410,219024,pcg,1e-12,8820,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0005263333333333,1,4831.0,9.45414802341131e-13,8.93417778981469e-13,4.2523308526210794e-11,6.66176506549365e-12,0.911093333333333,reached_tol,6275235627.48691
Boeing/bcsstk36,23052,1143140,pcg,1e-12,46104,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0019941666666666,0,46104.0,2.0565750413503303e-09,2.05657501307656e-09,0.0066902051930301,3.74058069440101e-07,39.1271953333333,max_iterations,1421259915008.75
Boeing/bcsstk38,8032,355460,pcg,1e-12,16064,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0007,1,9514.0,9.72323428541902e-13,9.72770550624788e-13,0.00010220136345,6.419998069741851e-09,2.65237408333333,reached_tol,6.34310280145563e+16
HB/bcsstm12,1473,19659,pcg,1e-12,2946,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002305,1,401.0,9.86036645842239e-13,9.85761371929834e-13,7.11634044846366e-10,9.22700429015365e-12,0.0174865416666667,reached_tol,888455.263455732
Lourakis/bundle1,10581,770811,pcg,1e-12,21162,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0018012916666666,1,65.0,7.533242537109699e-13,7.536444908760339e-13,7.917615742136529e-12,3.27248723494754e-12,0.0435835,reached_tol,13305.5359927494
TKK/cbuckle,13681,676515,pcg,1e-12,27362,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.001444125,1,1290.0,9.57627851650214e-13,9.575470251633189e-13,8.34525051009105e-10,3.98337702455467e-12,0.708720125,reached_tol,80855707.0688128
GHS_psdef/cvxbqp1,50000,349968,pcg,1e-12,100000,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0044110416666666,1,3300.0,9.99159454366374e-13,9.99163798503171e-13,2.88619047735619e-08,3.5541898180973396e-11,3.482526625,reached_tol,9373057.75524576
FIDAP/ex10,2410,54840,pcg,1e-12,4820,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002066666666666,0,4820.0,6.22380190747555e-07,6.22380189289543e-07,0.155037405288399,4.52869178143452e-05,0.334099583333333,max_iterations,2056900587116.03
FIDAP/ex10hs,2548,57308,pcg,1e-12,5096,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002289583333333,0,5096.0,2.25608201906405e-07,2.25608203240463e-07,0.120400426059074,3.16133230557816e-05,0.367382583333333,max_iterations,1269503477666.13
FIDAP/ex13,2568,75628,pcg,1e-12,5136,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002084166666666,0,5136.0,3.68798345079482e-10,3.68799345536466e-10,1.03391693877554,4.78214280624475e-06,0.415019958333333,max_iterations,4009583642177200.0
FIDAP/ex15,6867,98671,pcg,1e-12,13734,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0003735833333333,1,6416.0,8.71121185521726e-13,8.70974392387744e-13,0.0007462148480761,1.36763083710182e-08,1.07625520833333,reached_tol,14326420467489.8
FIDAP/ex3,1821,52685,pcg,1e-12,3642,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002885833333333,0,3642.0,7.43035874815394e-07,7.4303587522354e-07,0.104252035946069,1.79186078618297e-05,0.245101208333333,max_iterations,61136155217.2379
FIDAP/ex33,1733,22189,pcg,1e-12,3466,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001564166666666,0,3466.0,9.20280116273056e-10,9.20281345955254e-10,0.0007726006067367,6.59963001469976e-08,0.158769583333333,max_iterations,12008117207541.5
FIDAP/ex5,27,279,pcg,1e-12,54,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",9.43333333333333e-05,0,54.0,0.0747324120196687,0.0747324118792892,0.0070951768813688,0.028998621847533,0.0001137083333333,max_iterations,132277836.528642
FIDAP/ex9,3363,99471,pcg,1e-12,6726,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000301875,0,6726.0,1.9541483927647e-11,1.95412693682662e-11,0.0042303719084511,2.51191168444216e-07,0.726350083333333,max_iterations,40810936828233.9
GHS_psdef/gridgena,48962,512084,pcg,1e-12,97924,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0018441666666666,1,2769.0,1.85007154087653e-10,9.86827711183912e-13,4.84765575954194e-13,8.29850115097021e-13,3.23857204166667,reached_tol,568488.052246905
Oberwolfach/gyro,17361,1021159,pcg,1e-12,34722,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.003426,1,10731.0,9.90661096684941e-13,9.90344506426312e-13,1.16678846654336e-08,4.7490592218611294e-11,9.59286729166667,reached_tol,3487732786.23306
Oberwolfach/gyro_k,17361,1021159,pcg,1e-12,34722,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0034312916666666,1,10731.0,9.90661096684941e-13,9.90344506426312e-13,1.16678846654336e-08,4.7490592218611294e-11,9.81488916666667,reached_tol,4437059289.93895
Oberwolfach/gyro_m,17361,340431,pcg,1e-12,34722,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0027397083333333,1,369.0,9.95795799988007e-13,9.95795672288754e-13,2.23019111759747e-10,8.22736081323198e-12,0.191942,reached_tol,11239593.4318719
HB/lund_a,147,2449,pcg,1e-12,294,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.00011525,1,102.0,7.67667301162976e-13,7.67691601331659e-13,4.13093255444046e-11,1.77793841589726e-12,0.0004725,reached_tol,5442963.43505828
Boeing/msc01050,1050,26198,pcg,1e-12,2100,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002669166666666,1,541.0,9.11384773980909e-13,9.10755688132564e-13,0.949293100424309,3.08646234804284e-07,0.0199575833333333,reached_tol,8999511679820590.0
Boeing/msc01440,1440,44998,pcg,1e-12,2880,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000219125,1,861.0,9.48474398506739e-13,9.48046632217954e-13,2.05912815513346e-09,7.46174798318189e-12,0.043031125,reached_tol,7001447.26464525
Boeing/msc04515,4515,97707,pcg,1e-12,9030,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0003597083333333,1,4036.0,9.9118716434178e-13,9.89436390109308e-13,7.78001304265296e-12,1.71295736509262e-12,0.531273458333333,reached_tol,5482719.06197289
Boeing/msc10848,10848,1229776,pcg,1e-12,21696,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0028865416666666,1,5382.0,9.33827729540861e-13,9.34184767267644e-13,5.7072269523925e-08,1.5224823624682501e-10,4.621168625,reached_tol,32873379211.5967
Boeing/msc23052,23052,1142686,pcg,1e-12,46104,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0024465,0,46104.0,2.4539665058481103e-09,2.45396465322488e-09,0.006754651516003,3.7567508801345e-07,46.6763002083333,max_iterations,1395293246641.22
Nasa/nasa1824,1824,39208,pcg,1e-12,3648,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000214,1,1497.0,9.06771345949256e-13,9.07733448223545e-13,1.87746803329374e-11,2.46487264444495e-12,0.0818937083333333,reached_tol,6626362.28905092
Nasa/nasa2910,2910,174296,pcg,1e-12,5820,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0005162083333333,1,1780.0,9.940795776051489e-13,9.91955285128294e-13,2.23335425809515e-11,2.24964161644736e-12,0.2740615,reached_tol,17649962.4795213
Nasa/nasa4704,4704,104756,pcg,1e-12,9408,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0003809166666666,1,5269.0,8.15134250635167e-13,8.18583145660606e-13,7.609787720252301e-11,4.94383947727436e-12,0.660366458333333,reached_tol,123942245.516897
ND/nd12k,36000,14220946,pcg,1e-12,72000,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0321897916666667,1,11000.0,9.781969046883951e-09,9.84892183473565e-13,2.13681786757921e-12,9.0748487643527e-12,119.185957375,reached_tol,21797578.2699976
ND/nd3k,9000,3279690,pcg,1e-12,18000,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.007720125,1,9604.0,9.17781579355738e-09,9.85903559856535e-13,8.36800701897462e-12,1.2162920783606399e-11,24.1392144166667,reached_tol,61221699.5096589
ND/nd6k,18000,6897316,pcg,1e-12,36000,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.014796125,1,11423.0,9.98316559262416e-09,9.98891306090487e-13,6.1582951085014595e-12,1.1087014444022099e-11,58.28708325,reached_tol,55532568.608661
HB/nos3,960,15844,pcg,1e-12,1920,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001608333333333,1,153.0,6.799430677783499e-13,6.80900922929646e-13,2.02948819671552e-13,5.85925946057957e-13,0.005571125,reached_tol,73468.3184488625
HB/nos7,729,4617,pcg,1e-12,1458,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001410833333333,1,30.0,2.10934100478416e-08,1.08067058977337e-13,2.41795178778203e-10,2.18585198927702e-10,0.000544,reached_tol,4054067751.28105
Simon/olafu,16146,1015156,pcg,1e-12,32292,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0020368333333333,1,28702.0,9.73401870973715e-13,9.53684665476037e-13,4.91750246551527e-09,6.048490702022139e-11,19.54137675,reached_tol,2253218549365.82
Williams/pdb1HYS,36417,4344765,pcg,1e-12,72834,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0088957916666666,1,8493.0,0.0005309219244185,9.33197321597539e-13,3.92998176627557e-07,3.93430590516154e-07,26.1194658333333,reached_tol,2104123159162.61
HB/plat1919,1919,32399,pcg,1e-12,3838,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001983333333333,0,3838.0,8.25451233245769e-07,8.25451233030814e-07,0.664458949873201,2.99180981334671e-05,0.220788583333333,max_iterations,1.37167507698719e+18
HB/plat362,362,5786,pcg,1e-12,724,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001294166666666,0,724.0,2.01342935768373e-06,2.01342935881136e-06,0.0798665713626439,8.21981515031564e-05,0.00786825,max_iterations,741827882500.932
Simon/raefsky4,19779,1316789,pcg,1e-12,39558,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.003191,0,39558.0,1.2869483506920202e-09,1.28693652541839e-09,0.183008221005713,1.35608797995679e-05,38.0205209166667,max_iterations,151715430521234.0
Cylshell/s1rmq4m1,5489,262411,pcg,1e-12,10978,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0006164166666666,1,856.0,9.78490159953533e-13,9.78412584250517e-13,5.761433522468239e-11,3.3229302231400597e-12,0.176228083333333,reached_tol,3579777.21395883
Cylshell/s1rmt3m1,5489,217651,pcg,1e-12,10978,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0005295416666666,1,963.0,9.92586726673978e-13,9.92127678791763e-13,2.9064347016252897e-11,2.75964816930477e-12,0.176621666666667,reached_tol,5350235.73004992
Cylshell/s2rmq4m1,5489,263351,pcg,1e-12,10978,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0006211666666666,1,1792.0,9.78033815209959e-13,9.79385746886373e-13,2.28396494740607e-10,4.3421503653436295e-12,0.379847708333333,reached_tol,322244379.244623
Cylshell/s2rmt3m1,5489,217681,pcg,1e-12,10978,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0005822916666666,1,2523.0,9.80036750365833e-13,9.80813693147769e-13,2.37078321220013e-10,4.29893882324781e-12,0.478717583333333,reached_tol,484023419.231815
Cylshell/s3rmq4m1,5489,262943,pcg,1e-12,10978,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0006415833333333,1,8071.0,9.14996362403222e-13,9.15273224768648e-13,5.2033219419601e-09,7.65389043677536e-12,1.640709375,reached_tol,30666914794.6389
Cylshell/s3rmt3m1,5489,217669,pcg,1e-12,10978,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0004889583333333,0,10978.0,1.8165491973805598e-09,1.8165483894729902e-09,1.34527270267788e-05,1.56394253191541e-08,1.99225995833333,max_iterations,45715626071.1956
Cylshell/s3rmt3m3,5357,207123,pcg,1e-12,10714,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000421625,0,10714.0,2.54863789025671e-07,2.54863787337783e-07,0.0061757678743942,5.94690603962482e-06,1.82821625,max_iterations,44389925153.9945
DNVS/ship_001,34920,3896496,pcg,1e-12,69840,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0085610416666666,1,52101.0,9.84425851000087e-13,9.84520849045891e-13,1.62166759125829e-07,5.3883860508319596e-11,144.857530458333,reached_tol,3959640918234.16
TKK/smt,25710,3749582,pcg,1e-12,51420,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0093144583333333,1,3382.0,9.50197662238002e-13,9.49450145139795e-13,1.02122548440927e-10,5.0899336392914094e-12,9.00775333333333,reached_tol,6125998216.27178
Cannizzo/sts4098,4098,72356,pcg,1e-12,8196,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002903333333333,1,497.0,9.57935494433609e-13,9.58045103595614e-13,1.22632186169826e-09,2.8643977233214897e-11,0.0547598333333333,reached_tol,450948604.203564
DNVS/thread,29736,4444880,pcg,1e-12,59472,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.009691,0,59472.0,0.117691764688261,0.117691765855418,0.20851475384932,0.0547112326786093,178.364082541667,max_iterations,63798637401.6338
GHS_psdef/vanbody,47072,2329056,pcg,1e-12,94144,ones,double,ic,"ictype=ict,droptol=1e-2,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0045050833333333,1,78853.0,9.29483824642449e-13,9.29444278711828e-13,0.0208979509774663,1.76423420709214e-08,137.23241475,reached_tol,9.43933175029573e+18
HB/494_bus,494,1666,pcg,1e-12,988,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001645416666666,1,248.0,8.85599761400311e-13,8.85742385796885e-13,2.5500433832445398e-11,8.30252778518231e-12,0.0024704583333333,reached_tol,3890550.25264951
ACUSIM/Pres_Poisson,14822,715804,pcg,1e-12,29644,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.00372725,1,630.0,9.80065194498037e-13,9.74487152041107e-13,3.71317778438347e-13,1.11764859021429e-12,0.470386208333333,reached_tol,3198340.84967885
HB/bcsstk01,48,400,pcg,1e-12,96,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",9.09583333333333e-05,1,49.0,1.43036230391792e-14,1.4148693047837999e-14,1.15065997859192e-12,3.13620548745939e-14,0.0001674166666666,reached_tol,1597600.87587006
HB/bcsstk04,132,3648,pcg,1e-12,264,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000125625,1,86.0,2.52823805852703e-13,2.52905147159024e-13,1.4526870091543598e-11,6.65143382088661e-13,0.0004987916666666,reached_tol,5609375.60457121
HB/bcsstk06,420,7860,pcg,1e-12,840,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001047916666666,1,446.0,5.0538956618996e-13,5.0534467665685e-13,4.85741476425465e-09,9.21915452089082e-12,0.0050045,reached_tol,12247856.5708119
HB/bcsstk07,420,7860,pcg,1e-12,840,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001152916666666,1,446.0,5.0538956618996e-13,5.0534467665685e-13,4.85741476425465e-09,9.21915452089082e-12,0.00497275,reached_tol,12162071.1985632
HB/bcsstk08,1074,12960,pcg,1e-12,2148,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0001367916666666,1,199.0,4.42306881957684e-13,4.42390047813589e-13,6.541929897773601e-10,8.35322884589997e-12,0.0057157083333333,reached_tol,47262063.1979324
HB/bcsstk11,1473,34241,pcg,1e-12,2946,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.00020775,0,2946.0,2.19422438491202e-08,2.19422436928281e-08,0.002107982939147,1.05683322110119e-06,0.142090458333333,max_iterations,525024386.196771
HB/bcsstk12,1473,34241,pcg,1e-12,2946,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.000183875,0,2946.0,2.19422438491202e-08,2.19422436928281e-08,0.002107982939147,1.05683322110119e-06,0.140782125,max_iterations,525024387.58949
HB/bcsstk13,2003,83883,pcg,1e-12,4006,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002769166666666,1,1476.0,9.16846513459341e-13,9.17112912555326e-13,2.06318328561818e-08,8.67631081077069e-12,0.111708291666667,reached_tol,45677053335.9629
HB/bcsstk14,1806,63454,pcg,1e-12,3612,ones,double,ic,"ictype=ict,droptol=1e-2,michol=on,diagcomp=max(sum(abs(A),2)./diag(A))-2","ic (ICT, droptol=1e-2, michol=on, diagcomp=max(sum(abs(A),2)./diag(A))-2)",0.0002152916666666,1,497.0,9.79763888830287e-13,9.79756184984286e-13,2.5784472136843904e-09,1.37325236732436e-11,0.0335123333333333,reached_tol,13100409789.5233
